,mean_fit_time,mean_score_time,mean_test_score,mean_train_score,param_filter__n,param_variant__alpha,param_variant__hidden_layer_sizes,params,rank_test_score,split0_test_score,split0_train_score,split1_test_score,split1_train_score,split2_test_score,split2_train_score,split3_test_score,split3_train_score,split4_test_score,split4_train_score,std_fit_time,std_score_time,std_test_score,std_train_score
29,0.818000030518,0.147200012207,0.6915,0.693125163849,10,0.1,"(21, 21, 21, 21)","{'variant__hidden_layer_sizes': (21, 21, 21, 21), 'variant__alpha': 0.1, 'filter__n': 10}",38,0.69163545568,0.695842450766,0.66375,0.688125,0.71375,0.6934375,0.71,0.695,0.678347934919,0.693220868479,0.0384603736963,0.00116615492337,0.018868778265,0.0026835428279
30,0.834599971771,0.147200012207,0.68725,0.696811863293,10,0.01,"(50, 50)","{'variant__hidden_layer_sizes': (50, 50), 'variant__alpha': 0.01, 'filter__n': 10}",74,0.69038701623,0.695217255392,0.67,0.6975,0.68125,0.6925,0.7125,0.6934375,0.682102628285,0.705404561075,0.049818136781,0.00416657696703,0.0141946503176,0.00462232093957
31,0.749599981308,0.145800018311,0.691,0.696437038971,10,0.01,"(50,)","{'variant__hidden_layer_sizes': (50,), 'variant__alpha': 0.01, 'filter__n': 10}",42,0.677902621723,0.693966864645,0.6875,0.699375,0.69625,0.695625,0.7175,0.691875,0.675844806008,0.701343330209,0.0537498335101,0.00132664002698,0.0151209196113,0.00347207939962
32,0.749600028992,0.145199966431,0.68675,0.697124402234,10,0.01,"(25,)","{'variant__hidden_layer_sizes': (25,), 'variant__alpha': 0.01, 'filter__n': 10}",82,0.675405742821,0.692403876211,0.68,0.701875,0.69,0.695625,0.7075,0.69375,0.68085106383,0.701968134958,0.056184024142,0.00193905435745,0.0114043367828,0.004048409299
33,0.765600013733,0.145600032806,0.6855,0.697312156073,10,0.01,"(25, 25)","{'variant__hidden_layer_sizes': (25, 25), 'variant__alpha': 0.01, 'filter__n': 10}",100,0.681647940075,0.692716473898,0.67375,0.705625,0.71,0.691875,0.70625,0.698125,0.655819774718,0.698219306467,0.0585717624059,0.00101990766983,0.0203152481731,0.00492483445521
34,0.838799953461,0.147000026703,0.6855,0.692625417517,10,0.01,"(100, 25, 100)","{'variant__hidden_layer_sizes': (100, 25, 100), 'variant__alpha': 0.01, 'filter__n': 10}",100,0.699126092385,0.691778680838,0.6825,0.698125,0.69375,0.703125,0.69875,0.685,0.653316645807,0.685098406748,0.087830306797,0.00141427964984,0.0171639218036,0.00715550817532
35,0.764800071716,0.144599962234,0.6865,0.69374928501,10,0.01,"(21, 21, 21, 21)","{'variant__hidden_layer_sizes': (21, 21, 21, 21), 'variant__alpha': 0.01, 'filter__n': 10}",88,0.679151061174,0.690528290091,0.6625,0.689375,0.70375,0.69125,0.7125,0.695625,0.674593241552,0.701968134958,0.0747326420501,0.00135652938643,0.0186827759909,0.00462219437863
36,0.761999988556,0.144199991226,0.68275,0.699874265753,10,0.001,"(50, 50)","{'variant__hidden_layer_sizes': (50, 50), 'variant__alpha': 0.001, 'filter__n': 10}",126,0.685393258427,0.6974054392,0.67875,0.70625,0.68,0.6934375,0.71375,0.693125,0.655819774718,0.709153389566,0.0606926919338,0.00074828998883,0.0185250561999,0.00663071296369
37,0.738599967957,0.145800018311,0.68925,0.696186960821,10,0.001,"(50,)","{'variant__hidden_layer_sizes': (50,), 'variant__alpha': 0.001, 'filter__n': 10}",57,0.674157303371,0.692716473898,0.6825,0.699375,0.69625,0.695625,0.7175,0.691875,0.675844806008,0.701343330209,0.0754230468821,0.00193903960138,0.0161255935106,0.00367980501233
38,0.772799968719,0.145399999619,0.68675,0.696936941235,10,0.001,"(25,)","{'variant__hidden_layer_sizes': (25,), 'variant__alpha': 0.001, 'filter__n': 10}",82,0.677902621723,0.691153485464,0.6825,0.7025,0.6925,0.6965625,0.7025,0.694375,0.678347934919,0.700093720712,0.0537676052896,0.00135642392782,0.00946644496911,0.00402653670724
